unique_person_id,geo,unique_id_in_geo,pid,sample_geo,ptype,hid,entity
149,1,62,1,1,2,5,person
150,1,62,2,1,2,5,person
151,1,62,3,1,3,5,person
152,1,63,1,1,2,5,person
153,1,63,2,1,2,5,person
154,1,63,3,1,3,5,person
155,1,64,1,1,2,5,person
156,1,64,2,1,2,5,person
157,1,64,3,1,3,5,person
158,1,65,1,1,2,5,person
159,1,65,2,1,2,5,person
160,1,65,3,1,3,5,person
161,1,66,1,1,2,5,person
162,1,66,2,1,2,5,person
163,1,66,3,1,3,5,person
164,1,67,1,1,2,5,person
165,1,67,2,1,2,5,person
166,1,67,3,1,3,5,person
167,1,68,1,1,2,5,person
168,1,68,2,1,2,5,person
169,1,68,3,1,3,5,person
170,1,69,1,1,2,5,person
171,1,69,2,1,2,5,person
172,1,69,3,1,3,5,person
173,1,70,1,1,2,5,person
174,1,70,2,1,2,5,person
175,1,70,3,1,3,5,person
176,1,71,1,1,2,5,person
177,1,71,2,1,2,5,person
178,1,71,3,1,3,5,person
179,1,72,1,1,1,6,person
180,1,72,2,1,2,6,person
181,1,73,1,1,1,6,person
182,1,73,2,1,2,6,person
183,1,74,1,1,1,6,person
184,1,74,2,1,2,6,person
185,1,75,1,1,1,6,person
186,1,75,2,1,2,6,person
187,1,76,1,1,1,6,person
188,1,76,2,1,2,6,person
189,1,77,1,1,1,6,person
190,1,77,2,1,2,6,person
191,1,78,1,1,1,6,person
192,1,78,2,1,2,6,person
193,1,79,1,1,1,6,person
194,1,79,2,1,2,6,person
195,1,80,1,1,1,6,person
196,1,80,2,1,2,6,person
197,1,81,1,1,1,7,person
198,1,81,2,1,1,7,person
199,1,81,3,1,2,7,person
200,1,81,4,1,3,7,person
201,1,81,5,1,3,7,person
202,1,82,1,1,1,7,person
203,1,82,2,1,1,7,person
204,1,82,3,1,2,7,person
205,1,82,4,1,3,7,person
206,1,82,5,1,3,7,person
207,1,83,1,1,1,7,person
208,1,83,2,1,1,7,person
209,1,83,3,1,2,7,person
210,1,83,4,1,3,7,person
211,1,83,5,1,3,7,person
212,1,84,1,1,1,7,person
213,1,84,2,1,1,7,person
214,1,84,3,1,2,7,person
215,1,84,4,1,3,7,person
216,1,84,5,1,3,7,person
217,1,85,1,1,1,7,person
218,1,85,2,1,1,7,person
219,1,85,3,1,2,7,person
220,1,85,4,1,3,7,person
221,1,85,5,1,3,7,person
222,1,86,1,1,1,7,person
223,1,86,2,1,1,7,person
224,1,86,3,1,2,7,person
225,1,86,4,1,3,7,person
226,1,86,5,1,3,7,person
227,1,87,1,1,1,7,person
228,1,87,2,1,1,7,person
229,1,87,3,1,2,7,person
230,1,87,4,1,3,7,person
231,1,87,5,1,3,7,person
232,1,88,1,1,1,7,person
233,1,88,2,1,1,7,person
234,1,88,3,1,2,7,person
235,1,88,4,1,3,7,person
236,1,88,5,1,3,7,person
237,1,89,1,1,1,8,person
238,1,89,2,1,2,8,person
239,1,90,1,1,1,8,person
240,1,90,2,1,2,8,person
241,1,91,1,1,1,8,person
242,1,91,2,1,2,8,person
243,1,92,1,1,1,8,person
244,1,92,2,1,2,8,person
245,1,93,1,1,1,8,person
246,1,93,2,1,2,8,person
247,1,94,1,1,1,8,person
248,1,94,2,1,2,8,person
249,1,95,1,1,1,8,person
250,1,95,2,1,2,8,person
251,1,96,1,1,1,8,person
252,1,96,2,1,2,8,person
253,1,97,1,1,1,8,person
254,1,97,2,1,2,8,person
255,1,98,1,1,1,8,person
256,1,98,2,1,2,8,person
257,2,1,1,1,1,1,person
258,2,1,2,1,2,1,person
259,2,1,3,1,3,1,person
260,2,2,1,1,1,2,person
261,2,2,2,1,3,2,person
262,2,3,1,1,1,2,person
263,2,3,2,1,3,2,person
264,2,4,1,1,1,2,person
265,2,4,2,1,3,2,person
266,2,5,1,1,1,2,person
267,2,5,2,1,3,2,person
268,2,6,1,1,1,2,person
269,2,6,2,1,3,2,person
270,2,7,1,1,1,2,person
271,2,7,2,1,3,2,person
272,2,8,1,1,1,2,person
273,2,8,2,1,3,2,person
274,2,9,1,1,1,2,person
275,2,9,2,1,3,2,person
276,2,10,1,1,1,2,person
277,2,10,2,1,3,2,person
278,2,11,1,1,1,2,person
279,2,11,2,1,3,2,person
280,2,12,1,1,1,2,person
281,2,12,2,1,3,2,person
282,2,13,1,1,1,2,person
283,2,13,2,1,3,2,person
284,2,14,1,1,1,2,person
285,2,14,2,1,3,2,person
286,2,15,1,1,1,2,person
287,2,15,2,1,3,2,person
288,2,16,1,1,1,2,person
289,2,16,2,1,3,2,person
290,2,17,1,1,1,2,person
291,2,17,2,1,3,2,person
292,2,18,1,1,1,2,person
293,2,18,2,1,3,2,person
294,2,19,1,1,1,2,person
295,2,19,2,1,3,2,person
296,2,20,1,1,1,2,person
297,2,20,2,1,3,2,person
298,2,21,1,1,1,2,person
299,2,21,2,1,3,2,person
300,2,22,1,1,1,2,person
301,2,22,2,1,3,2,person
302,2,23,1,1,1,2,person
303,2,23,2,1,3,2,person
304,2,24,1,1,1,3,person
305,2,24,2,1,1,3,person
306,2,24,3,1,2,3,person
307,2,25,1,1,1,3,person
308,2,25,2,1,1,3,person
309,2,25,3,1,2,3,person
310,2,26,1,1,1,3,person
311,2,26,2,1,1,3,person
312,2,26,3,1,2,3,person
313,2,27,1,1,1,3,person
314,2,27,2,1,1,3,person
315,2,27,3,1,2,3,person
316,2,28,1,1,1,3,person
317,2,28,2,1,1,3,person
318,2,28,3,1,2,3,person
319,2,29,1,1,1,3,person
320,2,29,2,1,1,3,person
321,2,29,3,1,2,3,person
322,2,30,1,1,1,3,person
323,2,30,2,1,1,3,person
324,2,30,3,1,2,3,person
325,2,31,1,1,1,3,person
326,2,31,2,1,1,3,person
327,2,31,3,1,2,3,person
328,2,32,1,1,1,3,person
329,2,32,2,1,1,3,person
330,2,32,3,1,2,3,person
331,2,33,1,1,1,3,person
332,2,33,2,1,1,3,person
333,2,33,3,1,2,3,person
334,2,34,1,1,1,4,person
335,2,34,2,1,3,4,person
336,2,34,3,1,3,4,person
337,2,35,1,1,1,4,person
338,2,35,2,1,3,4,person
339,2,35,3,1,3,4,person
340,2,36,1,1,1,4,person
341,2,36,2,1,3,4,person
342,2,36,3,1,3,4,person
343,2,37,1,1,1,4,person
344,2,37,2,1,3,4,person
345,2,37,3,1,3,4,person
346,2,38,1,1,1,4,person
347,2,38,2,1,3,4,person
348,2,38,3,1,3,4,person
349,2,39,1,1,1,4,person
350,2,39,2,1,3,4,person
351,2,39,3,1,3,4,person
352,2,40,1,1,1,4,person
353,2,40,2,1,3,4,person
354,2,40,3,1,3,4,person
355,2,41,1,1,1,4,person
356,2,41,2,1,3,4,person
357,2,41,3,1,3,4,person
358,2,42,1,1,1,4,person
359,2,42,2,1,3,4,person
360,2,42,3,1,3,4,person
361,2,43,1,1,1,4,person
362,2,43,2,1,3,4,person
363,2,43,3,1,3,4,person
364,2,44,1,1,1,4,person
365,2,44,2,1,3,4,person
366,2,44,3,1,3,4,person
367,2,45,1,1,1,4,person
368,2,45,2,1,3,4,person
369,2,45,3,1,3,4,person
370,2,46,1,1,1,4,person
371,2,46,2,1,3,4,person
372,2,46,3,1,3,4,person
373,2,47,1,1,1,4,person
374,2,47,2,1,3,4,person
375,2,47,3,1,3,4,person
376,2,48,1,1,1,4,person
377,2,48,2,1,3,4,person
378,2,48,3,1,3,4,person
379,2,49,1,1,1,4,person
380,2,49,2,1,3,4,person
381,2,49,3,1,3,4,person
382,2,50,1,1,1,4,person
383,2,50,2,1,3,4,person
384,2,50,3,1,3,4,person
385,2,51,1,1,1,4,person
386,2,51,2,1,3,4,person
387,2,51,3,1,3,4,person
388,2,52,1,1,1,4,person
389,2,52,2,1,3,4,person
390,2,52,3,1,3,4,person
391,2,53,1,1,1,4,person
392,2,53,2,1,3,4,person
393,2,53,3,1,3,4,person
394,2,54,1,1,1,4,person
395,2,54,2,1,3,4,person
396,2,54,3,1,3,4,person
397,2,55,1,1,1,4,person
398,2,55,2,1,3,4,person
399,2,55,3,1,3,4,person
400,2,56,1,1,1,4,person
401,2,56,2,1,3,4,person
402,2,56,3,1,3,4,person
403,2,57,1,1,1,4,person
404,2,57,2,1,3,4,person
405,2,57,3,1,3,4,person
406,2,58,1,1,1,4,person
407,2,58,2,1,3,4,person
408,2,58,3,1,3,4,person
409,2,59,1,1,1,4,person
410,2,59,2,1,3,4,person
411,2,59,3,1,3,4,person
412,2,60,1,1,1,4,person
413,2,60,2,1,3,4,person
414,2,60,3,1,3,4,person
415,2,61,1,1,1,4,person
416,2,61,2,1,3,4,person
417,2,61,3,1,3,4,person
418,2,62,1,1,2,5,person
419,2,62,2,1,2,5,person
420,2,62,3,1,3,5,person
421,2,63,1,1,2,5,person
422,2,63,2,1,2,5,person
423,2,63,3,1,3,5,person
424,2,64,1,1,2,5,person
425,2,64,2,1,2,5,person
426,2,64,3,1,3,5,person
427,2,65,1,1,2,5,person
428,2,65,2,1,2,5,person
429,2,65,3,1,3,5,person
430,2,66,1,1,2,5,person
431,2,66,2,1,2,5,person
432,2,66,3,1,3,5,person
433,2,67,1,1,2,5,person
434,2,67,2,1,2,5,person
435,2,67,3,1,3,5,person
436,2,68,1,1,2,5,person
437,2,68,2,1,2,5,person
438,2,68,3,1,3,5,person
439,2,69,1,1,2,5,person
440,2,69,2,1,2,5,person
441,2,69,3,1,3,5,person
442,2,70,1,1,2,5,person
443,2,70,2,1,2,5,person
444,2,70,3,1,3,5,person
445,2,71,1,1,1,6,person
446,2,71,2,1,2,6,person
447,2,72,1,1,1,6,person
448,2,72,2,1,2,6,person
449,2,73,1,1,1,6,person
450,2,73,2,1,2,6,person
451,2,74,1,1,1,6,person
452,2,74,2,1,2,6,person
453,2,75,1,1,1,6,person
454,2,75,2,1,2,6,person
455,2,76,1,1,1,6,person
456,2,76,2,1,2,6,person
457,2,77,1,1,1,6,person
458,2,77,2,1,2,6,person
459,2,78,1,1,1,6,person
460,2,78,2,1,2,6,person
461,2,79,1,1,1,6,person
462,2,79,2,1,2,6,person
463,2,80,1,1,1,6,person
464,2,80,2,1,2,6,person
465,2,81,1,1,1,6,person
466,2,81,2,1,2,6,person
467,2,82,1,1,1,6,person
468,2,82,2,1,2,6,person
469,2,83,1,1,1,6,person
470,2,83,2,1,2,6,person
471,2,84,1,1,1,6,person
472,2,84,2,1,2,6,person
473,2,85,1,1,1,6,person
474,2,85,2,1,2,6,person
475,2,86,1,1,1,6,person
476,2,86,2,1,2,6,person
477,2,87,1,1,1,6,person
478,2,87,2,1,2,6,person
479,2,88,1,1,1,6,person
480,2,88,2,1,2,6,person
481,2,89,1,1,1,6,person
482,2,89,2,1,2,6,person
483,2,90,1,1,1,6,person
484,2,90,2,1,2,6,person
485,2,91,1,1,1,6,person
486,2,91,2,1,2,6,person
487,2,92,1,1,1,6,person
488,2,92,2,1,2,6,person
489,2,93,1,1,1,6,person
490,2,93,2,1,2,6,person
491,2,94,1,1,1,6,person
492,2,94,2,1,2,6,person
493,2,95,1,1,1,6,person
494,2,95,2,1,2,6,person
495,2,96,1,1,1,6,person
496,2,96,2,1,2,6,person
497,2,97,1,1,1,6,person
498,2,97,2,1,2,6,person
499,2,98,1,1,1,6,person
500,2,98,2,1,2,6,person
501,2,99,1,1,1,7,person
502,2,99,2,1,1,7,person
503,2,99,3,1,2,7,person
504,2,99,4,1,3,7,person
505,2,99,5,1,3,7,person
506,2,100,1,1,1,7,person
507,2,100,2,1,1,7,person
508,2,100,3,1,2,7,person
509,2,100,4,1,3,7,person
510,2,100,5,1,3,7,person
511,2,101,1,1,1,7,person
512,2,101,2,1,1,7,person
513,2,101,3,1,2,7,person
514,2,101,4,1,3,7,person
515,2,101,5,1,3,7,person
516,2,102,1,1,1,7,person
517,2,102,2,1,1,7,person
518,2,102,3,1,2,7,person
519,2,102,4,1,3,7,person
520,2,102,5,1,3,7,person
521,2,103,1,1,1,7,person
522,2,103,2,1,1,7,person
523,2,103,3,1,2,7,person
524,2,103,4,1,3,7,person
525,2,103,5,1,3,7,person
526,2,104,1,1,1,7,person
527,2,104,2,1,1,7,person
528,2,104,3,1,2,7,person
529,2,104,4,1,3,7,person
530,2,104,5,1,3,7,person
531,2,105,1,1,1,7,person
532,2,105,2,1,1,7,person
533,2,105,3,1,2,7,person
534,2,105,4,1,3,7,person
535,2,105,5,1,3,7,person
536,2,106,1,1,1,7,person
537,2,106,2,1,1,7,person
538,2,106,3,1,2,7,person
539,2,106,4,1,3,7,person
540,2,106,5,1,3,7,person
541,2,107,1,1,1,8,person
542,2,107,2,1,2,8,person
543,2,108,1,1,1,8,person
544,2,108,2,1,2,8,person
545,2,109,1,1,1,8,person
546,2,109,2,1,2,8,person
547,2,110,1,1,1,8,person
548,2,110,2,1,2,8,person
549,2,111,1,1,1,8,person
550,2,111,2,1,2,8,person
551,2,112,1,1,1,8,person
552,2,112,2,1,2,8,person
553,2,113,1,1,1,8,person
554,2,113,2,1,2,8,person
555,2,114,1,1,1,8,person
556,2,114,2,1,2,8,person
557,2,115,1,1,1,8,person
558,2,115,2,1,2,8,person
559,2,116,1,1,1,8,person
560,2,116,2,1,2,8,person
561,2,117,1,1,1,8,person
562,2,117,2,1,2,8,person
563,2,118,1,1,1,8,person
564,2,118,2,1,2,8,person
565,2,119,1,1,1,8,person
566,2,119,2,1,2,8,person
567,2,120,1,1,1,8,person
568,2,120,2,1,2,8,person
569,2,121,1,1,1,8,person
570,2,121,2,1,2,8,person
571,2,122,1,1,1,8,person
572,2,122,2,1,2,8,person
573,2,123,1,1,1,8,person
574,2,123,2,1,2,8,person
575,2,124,1,1,1,8,person
576,2,124,2,1,2,8,person
577,2,125,1,1,1,8,person
578,2,125,2,1,2,8,person
579,2,126,1,1,1,8,person
580,2,126,2,1,2,8,person
581,2,127,1,1,1,8,person
582,2,127,2,1,2,8,person
583,2,128,1,1,1,8,person
584,2,128,2,1,2,8,person
585,2,129,1,1,1,8,person
586,2,129,2,1,2,8,person
587,2,130,1,1,1,8,person
588,2,130,2,1,2,8,person
589,2,131,1,1,1,8,person
590,2,131,2,1,2,8,person
591,2,132,1,1,1,8,person
592,2,132,2,1,2,8,person
593,2,133,1,1,1,8,person
594,2,133,2,1,2,8,person
595,2,134,1,1,1,8,person
596,2,134,2,1,2,8,person
597,2,135,1,1,1,8,person
598,2,135,2,1,2,8,person
599,2,136,1,1,1,8,person
600,2,136,2,1,2,8,person
