region,geo
1,0712020101_0141
1,0712020101_0213
1,0712020101_0290
1,0712020101_0308
1,0712020101_0326
1,0712020101_0371
1,0712020101_0592
1,0712020101_0169
1,0712020101_0182
1,0712020101_0204
1,0712020101_0207
1,0712020101_0209
1,0712020101_0210
1,0712020101_0218
1,0712020101_0225
1,0712020101_0229
1,0712020101_0230
1,0712020101_0231
1,0712020101_0235
1,0712020101_0236
1,0712020101_0245
1,0712020101_0246
1,0712020101_0254
1,0712020101_0261
1,0712020101_0264
1,0712020101_0272
1,0712020101_0278
1,0712020101_0287
1,0712020101_0292
1,0712020101_0301
1,0712020101_0306
1,0712020101_0315
1,0712020101_0594
1,0712020101_0595
1,0712020101_0596
1,0712020101_0611
1,0712020101_0614
1,0712020101_0619
1,0712020101_0622
1,0712020101_0178
1,0712020101_0181
1,0712020101_0186
1,0712020101_0190
1,0712020101_0193
1,0712020101_0196
1,0712020101_0198
1,0712020101_0200
1,0712020101_0205
1,0712020101_0212
1,0712020101_0219
1,0712020101_0221
1,0712020101_0226
1,0712020101_0228
1,0712020101_0232
1,0712020101_0234
1,0712020101_0238
1,0712020101_0241
1,0712020101_0242
1,0712020101_0243
1,0712020101_0247
1,0712020101_0249
1,0712020101_0251
1,0712020101_0252
1,0712020101_0253
1,0712020101_0256
1,0712020101_0257
1,0712020101_0258
1,0712020101_0260
1,0712020101_0262
1,0712020101_0268
1,0712020101_0270
1,0712020101_0271
1,0712020101_0274
1,0712020101_0275
1,0712020101_0276
1,0712020101_0279
1,0712020101_0280
1,0712020101_0282
1,0712020101_0283
1,0712020101_0284
1,0712020101_0285
1,0712020101_0288
1,0712020101_0291
1,0712020101_0295
1,0712020101_0297
1,0712020101_0299
1,0712020101_0300
1,0712020101_0303
1,0712020101_0304
1,0712020101_0307
1,0712020101_0309
1,0712020101_0310
1,0712020101_0312
1,0712020101_0313
1,0712020101_0316
1,0712020101_0317
1,0712020101_0319
1,0712020101_0320
1,0712020101_0322
1,0712020101_0324
1,0712020101_0325
1,0712020101_0327
1,0712020101_0328
1,0712020101_0330
1,0712020101_0333
1,0712020101_0334
1,0712020101_0335
1,0712020101_0336
1,0712020101_0337
1,0712020101_0338
1,0712020101_0350
1,0712020101_0364
1,0712020101_0369
1,0712020101_0374
1,0712020101_0377
1,0712020101_0383
1,0712020101_0420
1,0712020101_0434
1,0712020101_0601
1,0712020101_0602
1,0712020101_0610
1,0712020101_0612
1,0712020101_0613
1,0712020101_0615
1,0712020101_0616
1,0712020101_0617
1,0712020101_0618
1,0712020101_0620
1,0712020101_0621
1,0712020101_0630
1,0712020101_0631
1,0712020101_0632
1,0712020101_0633
1,0712020101_0636
1,0712020101_0637
1,0712020101_0638
1,0712010101_0333
1,0712020101_0128
1,0712020101_0131
1,0712020101_0159
1,0712020101_0191
1,0712020101_0237
1,0712020101_0265
1,0712020101_0302
1,0712020101_0172
1,0712020101_0176
1,0712020101_0195
1,0712020101_0211
1,0712020101_0223
1,0712020101_0224
1,0712020101_0239
1,0712020101_0240
1,0712020101_0244
1,0712020101_0259
1,0712020101_0266
1,0712020101_0273
1,0712020101_0289
1,0712020101_0293
1,0712020101_0294
1,0712020101_0311
1,0712020101_0318
1,0712020101_0321
1,0712020101_0331
1,0712020101_0341
1,0712020101_0342
1,0712020101_0345
1,0712020101_0346
1,0712020101_0348
1,0712020101_0354
1,0712020101_0356
1,0712020101_0365
1,0712020101_0368
1,0712020101_0372
1,0712020101_0394
1,0712020101_0604
1,0712020101_0605
1,0712020101_0608
1,0712020101_0609
