region,geo
1,1032
1,1033
1,1034
1,1035
1,1036
1,1037
1,1038
1,1039
1,1040
1,1041
1,1042
1,1043
1,1044
1,1045
1,1046
1,1047
1,1048
1,1049
1,1050
1,1051
1,1052
1,1053
1,1054
1,1055
1,1056
1,1057
1,1058
1,1059
1,1060
3,1061
3,1062
3,1063
3,1064
3,1065
3,1066
3,1067
3,1068
3,1069
3,1070
3,1071
3,1072
3,1073
3,1074
3,1075
3,1076
3,1077
3,1078
3,1079
3,1080
3,1081
3,1082
3,1083
3,1084
3,1085
3,1086
3,1087
3,1088
3,1089
3,1090
3,1091
3,1092
3,1093
3,1094
3,1095
3,1096
3,1097
3,1098
3,1099
3,1100
3,1101
3,1102
3,1103
3,1104
3,1105
3,1106
3,1107
3,1108
3,1109
3,1110
3,1111
3,1112
3,1113
3,1114
3,1115
3,1116
3,1117
3,1118
3,1119
3,1120
3,1121
3,1122
3,1123
3,1124
3,1125
3,1126
3,1127
3,1128
4,1129
4,1130
4,1131
4,1132
4,1133
4,1134
4,1135
4,1136
4,1137
4,1138
4,1139
4,1140
4,1141
4,1142
4,1143
4,1144
4,1145
4,1146
4,1147
4,1148
4,1149
4,1150
4,1151
4,1152
4,1153
4,1154
4,1155
4,1156
4,1157
4,1158
4,1159
4,1160
4,1161
4,1162
4,1163
4,1164
4,1165
4,1166
4,1167
4,1168
4,1169
4,1170
4,1171
4,1172
4,1173
4,1174
4,1175
4,1176
4,1177
4,1178
4,1179
4,1180
4,1181
4,1182
4,1183
4,1184
4,1185
4,1186
4,1187
4,1188
4,1189
4,1190
4,1191
4,1192
6,1193
6,1194
6,1195
6,1196
6,1197
6,1198
6,1199
6,1200
6,1201
6,1202
6,1203
6,1204
6,1205
6,1206
6,1207
6,1208
6,1209
6,1210
6,1211
6,1212
6,1213
6,1214
6,1215
6,1216
6,1217
6,1218
6,1219
6,1220
6,1221
6,1222
6,1223
6,1224
6,1225
6,1226
6,1227
6,1228
6,1229
6,1230
6,1231
6,1232
6,1233
6,1234
6,1235
6,1236
6,1237
6,1238
6,1239
8,1240
8,1241
8,1242
8,1243
8,1244
8,1245
8,1246
5,1247
5,1248
5,1249
5,1250
5,1251
5,1252
5,1253
5,1254
5,1255
5,1256
5,1257
5,1258
5,1259
5,1260
4,1261
4,1262
4,1263
4,1264
4,1265
4,1266
4,1267
4,1268
4,1269
4,1270
4,1271
4,1272
4,1273
4,1274
4,1275
4,1276
4,1277
4,1278
4,1279
4,1280
4,1281
4,1282
4,1283
4,1284
4,1285
4,1286
4,1287
4,1288
1,1289
1,1290
1,1291
1,1292
1,1293
1,1294
1,1295
1,1296
1,1297
1,1298
1,1299
1,1300
1,1301
1,1302
1,1303
1,1304
1,1305
1,1306
1,1307
1,1308
1,1309
1,1310
1,1311
1,1312
1,1313
1,1314
1,1315
1,1316
1,1317
1,1318
1,1319
1,1320
1,1321
1,1322
1,1323
1,1324
1,1325
1,1326
1,1327
1,1328
1,1329
1,1330
1,1331
1,1332
1,1333
1,1334
1,1335
1,1336
1,1337
1,1338
1,1339
1,1340
1,1341
1,1342
1,1343
1,1344
1,1345
1,1346
1,1347
1,1348
1,1349
1,1350
1,1351
1,1352
1,1353
1,1354
1,1355
1,1356
1,1357
1,1358
1,1359
1,1360
1,1361
2,1362
2,1363
2,1364
2,1365
2,1366
2,1367
2,1368
2,1369
2,1370
2,1371
2,1372
2,1373
2,1374
2,1375
2,1376
2,1377
2,1378
2,1379
8,1380
8,1381
8,1382
8,1383
8,1384
8,1385
8,1386
8,1387
8,1388
8,1389
8,1390
8,1391
8,1392
8,1393
8,1394
8,1395
8,1396
8,1397
8,1398
8,1399
8,1400
8,1401
8,1402
8,1403
8,1404
8,1405
8,1406
8,1407
8,1408
8,1409
8,1410
8,1411
8,1412
8,1413
8,1414
8,1415
8,1416
8,1417
8,1418
8,1419
8,1420
8,1421
8,1422
8,1423
8,1424
8,1425
8,1426
8,1427
8,1428
8,1429
8,1430
8,1431
8,1432
8,1433
8,1434
8,1435
8,1436
8,1437
8,1438
8,1439
8,1440
8,1441
8,1442
8,1443
8,1444
8,1445
8,1446
8,1447
8,1448
8,1449
8,1450
8,1451
8,1452
8,1453
8,1454
8,1455
8,1456
8,1457
8,1458
8,1459
8,1460
8,1461
8,1462
8,1463
8,1464
8,1465
8,1466
8,1467
8,1468
8,1469
8,1470
8,1471
8,1472
8,1473
8,1474
8,1475
8,1476
8,1477
8,1478
8,1479
8,1480
8,1481
8,1482
8,1483
8,1484
8,1485
8,1486
8,1487
8,1488
8,1489
8,1490
8,1491
8,1492
8,1493
8,1494
8,1495
8,1496
8,1497
8,1498
8,1499
8,1500
8,1501
8,1502
8,1503
8,1504
8,1505
8,1506
8,1507
8,1508
8,1509
8,1510
8,1511
8,1512
8,1513
8,1514
8,1515
8,1516
8,1517
8,1518
8,1519
8,1520
8,1521
8,1522
8,1523
8,1524
8,1525
8,1526
8,1527
8,1528
8,1529
8,1530
8,1531
8,1532
8,1533
8,1534
8,1535
8,1536
8,1537
8,1538
8,1539
8,1540
8,1541
8,1542
8,1543
8,1544
8,1545
8,1546
8,1547
8,1548
8,1549
8,1550
8,1551
8,1552
8,1553
8,1554
8,1555
8,1556
8,1557
8,1558
8,1559
8,1560
8,1561
8,1562
8,1563
8,1564
8,1565
8,1566
8,1567
8,1568
8,1569
8,1570
8,1571
8,1572
8,1573
8,1574
8,1575
8,1576
8,1577
8,1578
8,1579
8,1580
8,1581
8,1582
8,1583
8,1584
8,1585
8,1586
8,1587
8,1588
8,1589
8,1590
8,1591
8,1592
8,1593
8,1594
8,1595
8,1596
8,1597
8,1598
8,1599
8,1600
8,1601
8,1602
2,1603
2,1604
2,1605
2,1606
2,1607
3,1608
3,1609
3,1610
3,1611
3,1612
3,1613
3,1614
3,1615
3,1616
3,1617
3,1618
3,1619
3,1620
3,1621
3,1622
3,1623
3,1624
3,1625
3,1626
3,1627
3,1628
3,1629
3,1630
3,1631
3,1632
3,1633
3,1634
3,1635
3,1636
3,1637
3,1638
3,1639
3,1640
3,1641
3,1642
3,1643
3,1644
3,1645
3,1646
3,1647
3,1648
3,1649
3,1650
3,1651
3,1652
3,1653
3,1654
3,1655
3,1656
3,1657
3,1658
3,1659
3,1660
3,1661
3,1662
3,1663
3,1664
3,1665
3,1666
3,1667
3,1668
3,1669
3,1670
3,1671
3,1672
3,1673
3,1674
3,1675
3,1676
3,1677
3,1678
3,1679
3,1680
3,1681
3,1682
3,1683
3,1684
3,1685
3,1686
3,1687
3,1688
3,1689
3,1690
3,1691
3,1692
3,1693
3,1694
3,1695
3,1696
3,1697
3,1698
3,1699
3,1700
7,1701
7,1702
7,1703
7,1704
7,1705
7,1706
7,1707
7,1708
7,1709
7,1710
7,1711
7,1712
7,1713
7,1714
7,1715
7,1716
7,1717
7,1718
7,1719
7,1720
7,1721
7,1722
7,1723
7,1724
7,1725
7,1726
7,1727
7,1728
9,1729
9,1730
9,1731
9,1732
9,1733
9,1734
9,1735
9,1736
9,1737
9,1738
9,1739
9,1740
9,1741
9,1742
9,1743
9,1744
9,1745
9,1746
9,1747
9,1748
9,1749
9,1750
9,1751
9,1752
9,1753
9,1754
9,1755
9,1756
9,1757
9,1758
9,1759
2,1760
2,1761
2,1762
2,1763
2,1764
2,1765
2,1766
2,1767
2,1768
2,1769
2,1770
2,1771
2,1772
2,1773
2,1774
2,1775
2,1776
2,1777
2,1778
2,1779
2,1780
2,1781
2,1782
2,1783
2,1784
2,1785
2,1786
2,1787
2,1788
2,1789
2,1790
2,1791
2,1792
2,1793
2,1794
2,1795
2,1796
2,1797
2,1798
2,1799
2,1800
2,1801
2,1802
2,1803
2,1804
2,1805
2,1806
2,1807
2,1808
2,1809
2,1810
2,1811
2,1812
2,1813
2,1814
2,1815
2,1816
2,1817
2,1818
2,1819
2,1820
2,1821
2,1822
2,1823
2,1824
2,1825
2,1826
2,1827
2,1828
2,1829
2,1830
2,1831
2,1832
2,1833
2,1834
2,1835
2,1836
2,1837
2,1838
2,1839
2,1840
2,1841
2,1842
2,1843
2,1844
2,1845
2,1846
2,1847
2,1848
2,1849
2,1850
2,1851
1,1852
1,1853
1,1854
1,1855
1,1856
1,1857
1,1858
5,1859
5,1860
5,1861
5,1862
5,1863
5,1864
5,1865
5,1866
5,1867
5,1868
5,1869
5,1870
5,1871
5,1872
5,1873
5,1874
5,1875
5,1876
5,1877
5,1878
5,1879
5,1880
5,1881
5,1882
5,1883
5,1884
5,1885
5,1886
5,1887
5,1888
4,1889
4,1890
4,1891
4,1892
4,1893
4,1894
6,1895
6,1896
6,1897
6,1898
6,1899
6,1900
6,1901
6,1902
6,1903
6,1904
6,1905
6,1906
6,1907
6,1908
6,1909
6,1910
6,1911
6,1912
6,1913
6,1914
6,1915
6,1916
6,1917
6,1918
6,1919
6,1920
6,1921
6,1922
6,1923
6,1924
6,1925
6,1926
6,1927
6,1928
6,1929
6,1930
6,1931
6,1932
6,1933
6,1934
6,1935
6,1936
6,1937
6,1938
6,1939
6,1940
6,1941
6,1942
6,1943
7,1944
7,1945
7,1946
7,1947
7,1948
7,1949
7,1950
7,1951
7,1952
7,1953
7,1954
7,1955
7,1956
7,1957
7,1958
7,1959
7,1960
7,1961
7,1962
7,1963
7,1964
7,1965
7,1966
7,1967
7,1968
7,1969
7,1970
7,1971
7,1972
7,1973
7,1974
7,1975
7,1976
7,1977
7,1978
7,1979
7,1980
7,1981
7,1982
7,1983
7,1984
7,1985
7,1986
7,1987
7,1988
7,1989
7,1990
7,1991
7,1992
7,1993
7,1994
7,1995
7,1996
7,1997
7,1998
7,1999
7,2000
7,2001
7,2002
7,2003
7,2004
7,2005
7,2006
7,2007
7,2008
7,2009
7,2010
7,2011
7,2012
7,2013
7,2014
7,2015
7,2016
7,2017
7,2018
7,2019
7,2020
7,2021
7,2022
7,2023
7,2024
7,2025
7,2026
7,2027
7,2028
7,2029
7,2030
7,2031
7,2032
7,2033
7,2034
7,2035
7,2036
7,2037
7,2038
7,2039
7,2040
7,2041
7,2042
7,2043
7,2044
7,2045
7,2046
7,2047
7,2048
7,2049
7,2050
7,2051
7,2052
7,2053
7,2054
7,2055
7,2056
7,2057
7,2058
7,2059
7,2060
7,2061
7,2062
7,2063
7,2064
7,2065
7,2066
7,2067
7,2068
7,2069
7,2070
7,2071
7,2072
7,2073
7,2074
7,2075
7,2076
7,2077
7,2078
7,2079
7,2080
7,2081
7,2082
7,2083
7,2084
7,2085
7,2086
7,2087
7,2088
7,2089
7,2090
7,2091
7,2092
7,2093
7,2094
7,2095
7,2096
7,2097
7,2098
7,2099
7,2100
7,2101
7,2102
7,2103
7,2104
7,2105
7,2106
7,2107
7,2108
7,2109
7,2110
7,2111
7,2112
7,2113
7,2114
7,2115
7,2116
7,2117
7,2118
7,2119
7,2120
7,2121
7,2122
7,2123
7,2124
7,2125
7,2126
7,2127
7,2128
7,2129
7,2130
7,2131
7,2132
7,2133
7,2134
7,2135
7,2136
7,2137
7,2138
7,2139
7,2140
7,2141
7,2142
7,2143
7,2144
7,2145
7,2146
7,2147
7,2148
7,2149
7,2150
7,2151
7,2152
7,2153
7,2154
7,2155
8,2156
8,2157
8,2158
8,2159
8,2160
8,2161
8,2162
8,2163
8,2164
8,2165
8,2166
8,2167
8,2168
8,2169
8,2170
8,2171
8,2172
8,2173
8,2174
8,2175
8,2176
8,2177
5,2178
5,2179
5,2180
5,2181
1,2182
1,2183
1,2184
1,2185
1,2186
1,2187
1,2188
1,2189
1,2190
1,2191
1,2192
1,2193
1,2194
1,2195
1,2196
1,2197
1,2198
1,2199
1,2200
1,2201
1,2202
1,2203
1,2204
1,2205
1,2206
1,2207
1,2208
1,2209
1,2210
1,2211
1,2212
1,2213
1,2214
1,2215
1,2216
1,2217
1,2218
1,2219
1,2220
1,2221
1,2222
1,2223
1,2224
1,2225
1,2226
1,2227
1,2228
1,2229
1,2230
1,2231
1,2232
1,2233
1,2234
1,2235
1,2236
1,2237
9,2238
9,2239
9,2240
9,2241
9,2242
9,2243
9,2244
9,2245
9,2246
9,2247
9,2248
9,2249
9,2250
9,2251
9,2252
9,2253
9,2254
9,2255
9,2256
9,2257
9,2258
9,2259
9,2260
9,2261
9,2262
9,2263
9,2264
9,2265
9,2266
9,2267
9,2268
9,2269
9,2270
9,2271
9,2272
9,2273
9,2274
9,2275
9,2276
9,2277
9,2278
9,2279
9,2280
9,2281
9,2282
9,2283
9,2284
9,2285
9,2286
9,2287
9,2288
9,2289
9,2290
9,2291
9,2292
9,2293
3,2294
3,2295
3,2296
3,2297
3,2298
3,2299
3,2300
3,2301
3,2302
3,2303
3,2304
3,2305
3,2306
5,2307
5,2308
5,2309
5,2310
5,2311
5,2312
5,2313
5,2314
5,2315
5,2316
5,2317
5,2318
5,2319
5,2320
5,2321
5,2322
5,2323
5,2324
5,2325
5,2326
5,2327
5,2328
5,2329
5,2330
5,2331
5,2332
5,2333
5,2334
5,2335
5,2336
5,2337
5,2338
5,2339
5,2340
5,2341
5,2342
5,2343
5,2344
5,2345
5,2346
8,2347
8,2348
8,2349
8,2350
8,2351
